,count,word
994,1,#라스페스베이킹스튜디오
995,1,#laspes
996,1,#라스페스
997,1,#치즈케이크클래스
998,2,#치즈케이크만들기
999,7,#베이킹클래스
1000,2,#케이크클래스
1001,8,#주문케이크
1002,1,#주문케익
1003,1,#케익맞춤제작
1004,1,#제작케익
1005,1,#제작케이크
1006,11,#생일케이크
1007,1,#생일케익
1008,1,#예쁜케이크
1009,1,#예쁜케익
1010,1,#Seoulcake
1011,1,#birthdaycake
1012,1,#가로수길케이크
1013,1,#이퀄센세이션
1014,1,#미사카페
1015,2,#제과기능사
1016,9,#베이커리
1017,6,#food
1018,5,#bakery
1019,3,#살롱드오하
1020,3,#부티크오하
1021,3,#빈티지상점
1022,3,#빈티지카페
1023,4,#속초카페
1024,5,#속초여행
1025,4,#인스타카페
1026,3,#속초브런치
1027,3,#속초와플
1028,3,#속초카페투어
1029,3,#속초밀크티
1030,3,#빈티지소품
1031,3,#속초빈티지상점
1032,3,#속초디저트
1033,3,#속초치즈케이크
1034,3,#양양카페
1035,3,#양양여행
1036,3,#고성카페
1037,3,#고성여행
1038,4,#강릉카페
1039,3,#양양와플
1040,3,#강릉와플
1041,3,#고성와플
1042,3,#오하와플
1043,3,#방탄소년단
1044,2,#ARMY
1045,2,#구미
1046,2,#김태형
1047,2,#HAPPYVDAY
1048,2,#WinterBear
1049,1,#하펜시티
1050,18,#포하프
1051,18,#fourhalf
1052,11,#포하프카페
1053,11,#포하프공방
1054,11,#가죽공방카페
1055,11,#부산가죽공방카페
1056,18,#해운대카페
1057,14,#수영카페
1058,12,#센텀카페
1059,14,#영화의전당
1060,11,#apec나루공원
1061,11,#부산데이트코스
1062,15,#티타임
1063,11,#인테리어
1064,12,#공간
1065,13,#부산카페투어
1066,17,#onthetable
1067,17,#cafetour
1068,1,#루돌치케
1069,1,#04년생
1070,1,#04
1071,1,#03년생
1072,2,#03
1073,1,#16
1074,1,#망고
1075,1,#꿀케이크
1076,1,#카페살구
1077,1,#거울샷
1078,9,#카페인나뫼
1079,5,#카페나뫼
1080,5,#나뫼
1081,5,#남외동카페
1082,5,#병영카페
1083,5,#명촌카페
1084,5,#진장동카페
1085,5,#소프트아이스크림
1086,5,#시오코나스콘
1087,4,#중구카페
1088,4,#남외초등학교
1089,4,#남외중학교
1090,4,#맘스병원
1091,4,#동천동강병원
1092,4,#동천체육관
1093,4,#정지말공원
1094,5,#비스코티
1095,3,#딸기시리즈
1096,2,#청주시내카페
1097,3,#청주카페
1098,2,#청주데이트
1099,1,#청주데이트카페
1100,3,#청주
1101,1,#청주디저트
1102,2,#라토커피
1103,1,#성안길
1104,1,#성안길카페
1105,1,#무심천카페
1106,1,#라토카페
1107,1,#라토커피청주점
1108,1,#라토치즈케이크
1109,3,#카라멜치즈케이크
1110,2,#ratocoffee
1111,1,#rato
1112,1,#중식
1113,1,#수수밥
1114,1,#참치김치찌개
1115,1,#고메치즈함박스테이크
1116,1,#양념감자
1117,1,#고구마범벅
1118,1,#깍두기
1119,1,#학교급식
1120,1,#남고식단
1121,2,#급식스타그램
1122,1,#영양사
1123,1,#식단일기
1124,1,#슬디식단
1125,1,#shilla
1126,1,#shillahotel
1127,9,#korea
1128,5,#seoul
1129,1,#silverlining
1130,2,#신라호텔
1131,1,#신라
1132,1,#실버라이닝
1133,1,#어느덧
1134,1,#벌써
1135,1,#아직
1136,1,#아직도
1137,1,#500일
1138,1,#어느쪽인가
1139,1,#암튼추카뽀카
1140,1,#오백크리스마스
1141,1,#오백일기념
1142,1,#치즈에와인
1143,4,#화이트와인
1144,1,#모스카토다스티
1145,1,#치즈짱맛
1146,1,#자랑스타그램
1147,1,#시들지않는꽃
1148,1,#꽃무드등
1149,1,#핑크수국
1150,1,#수국나무
1151,1,#수국유리등
1152,1,#넘넘이쁘다
1153,1,#귀걸이반짝반짝
1154,1,#스와로브스키
1155,1,#잘쓸게고마워
1156,3,#커플스타그램
1157,1,#500
1158,2,#술스타그램
1159,7,#와인
1160,1,#칠레
1161,1,#루이스펠리페에드워즈
1162,3,#wine
1163,1,#vino
1164,1,#chille
1165,1,#luisfelipeedwards
1166,1,#carmenere
1167,1,#2017
1168,2,#strawberry
1169,2,#cream
1170,1,#foodgasm
1171,1,#foodfetish
1172,1,#backen
1173,1,#먹나먹등
1174,2,#컨버세이션
1175,1,#켄로치
1176,1,#미안해요리키
1177,1,#movie
1178,1,#영화스타그램
1179,1,#kenloach
1180,1,#sorrywemissedyou
1181,1,#명필름카페
1182,1,#캐모마일
1183,3,#간식
1184,1,#토요일엔
1185,3,#얼스어스
1186,2,#얼스어스부산
1187,2,#earthus
1188,3,#달맞이카페
1189,3,#딸기크림치즈케이크
1190,2,#베리베리스트로베리크림치즈케이크
1191,3,#공감
1192,2,#작은여행
1193,2,#카페러버
1194,3,#cafelover
1195,2,#카페여행
1196,3,#부산카페추천
1197,7,#busancafe
1198,1,#한달이나지나찌만
1199,1,#만나서맛난거먹기
1200,2,#행복해
1201,1,#미팅룸여수
1202,1,#여수맛집
1203,1,#여수맛집추천
1204,1,#2차전
1205,1,#차이나로제파스타
1206,1,#가라아게카레
1207,5,#투썸플레이스
1208,12,#셀피
1209,2,#바스크
1210,5,#photo
1211,2,#bachee
1212,4,#cheese
1213,3,#바나나
1214,8,#follow
1215,3,#good
1216,2,#day
1217,4,#instadaily
1218,15,#selfie
1219,8,#아이폰
1220,2,#오늘은뭐먹지싶을댕
1221,2,#바닐라치즈케이크
1222,4,#광주주문케이크
1223,1,#광주케이크
1224,1,#광주생화케이크
1225,4,#광주디저트카페
1226,1,#생화케이크
1227,1,#광주레터링케이크
1228,1,#플로르델마르
1229,1,#라벨라치타
1230,1,#NewYorkCheeseCake
1231,1,#Cappuccino
1232,1,#Dessert
1233,1,#Cake
1234,1,#CheeseCake
1235,1,#카카오프렌즈
1236,2,#카카오프렌즈샵
1237,1,#카카오프렌즈카페
1238,1,#카카오카페
1239,2,#복숭아에이드
1240,1,#카카오샵
1241,1,#자몽하다
1242,1,#송리단길
1243,1,#패션디자인
1244,1,#패션
1245,1,#패디
1246,1,#99
1247,1,#인하공전
1248,4,#인천
1249,1,#패션스타그램
1250,1,#옷
1251,1,#옷스타그램
1252,1,#fashiondesign
1253,1,#fashion
1254,5,#dailylook
1255,1,#르봉봉타르트
1256,6,#타르트
1257,1,#양산카페
1258,1,#양산맛집
1259,1,#선물추천
1260,1,#호두파이
1261,1,#사과파이
1262,1,#애플타르트
1263,2,#애플파이
1264,1,#치즈타르트
1265,1,#뉴욕치즈타르트
1266,2,#아바라
1267,5,#당충전
1268,1,#광양예쁜카페
1269,1,#광양엘에프스퀘어
1270,2,#데이트추천
1271,1,#맛있는커피
1272,1,#양평카페
1273,1,#양평데이트
1274,1,#양평케이크
1275,1,#양평베이커리
1276,1,#하우스베이커리
1277,24,#케이크맛집
1278,1,#전참시맛집
1279,1,#전참시카페
1280,7,#선팔맞팔
1281,2,#부천
1282,1,#블랙소울클래식
1283,14,#아인슈페너
1284,1,#갸또쇼콜라
1285,1,#데이트명소
1286,1,#해방촌데이트추천
1287,1,#해방촌데이트
1288,1,#해방촌카페추천
1289,1,#로얄푸드앤드링크
1290,1,#뱅쇼맛집
1291,1,#뱅쇼한잔
1292,1,#CAFE
1293,1,#검사동
1294,1,#동촌
1295,1,#노비아갈라
1296,1,#뒷편
1297,1,#카페데이원
1298,5,#홈메이드
1299,3,#하루
1300,2,#수요일
1301,1,#후암동
1302,1,#후암동카페
1303,4,#cafekona
1304,3,#konacafe
1305,3,#코나카페
1306,4,#카페코나
1307,4,#거제카페
1308,4,#옥포카페
1309,4,#geojecafe
1310,4,#okpocafe
1311,4,#옥포맛집
1312,4,#옥포커피숍
1313,4,#거제맛집
1314,4,#옥포핫플
1315,4,#옥포타르트
1316,4,#거제케이크
1317,4,#옥포샌드위치
1318,4,#옥포카페라떼
1319,4,#거제디저트맛집
1320,4,#tart
1321,4,#믹스케이크
1322,4,#그린스무디
1323,4,#건강음료
1324,4,#과일타르트
1325,6,#티라미슈
1326,3,#말차쇼콜라
1327,2,#거제컵케이크
1328,2,#동탄역카페
1329,2,#시그니처1
1330,2,#창원데이트
1331,1,#곱창
1332,1,#곱창구이
1333,1,#세계과자할인점
1334,1,#비모
1335,1,#비모케이스
1336,1,#커플피어싱
1337,1,#가또프로마주
1338,1,#수풀레치즈케이크
1339,1,#오랜만에치즈케익
1340,1,#크렉이생길것같은느낌이왔어
1341,1,#예쁜크렉
1342,1,#크렉에연연해하지않겠어
1343,3,#주말일상
1344,1,#수성구카페
1345,1,#dailly
1346,5,#일요일
1347,1,#신상레스토랑
1348,1,#동대입구맛집
1349,1,#레스토랑바이농축원
1350,1,#ncw
1351,1,#캐치테이블
1352,1,#제주흙돼지
1353,1,#얼그레이가나슈
1354,2,#민트
1355,1,#caccioepepe
1356,1,#catchtable
1357,1,#건물찾기어려움
1358,1,#태극당옆
1359,1,#동대입구역
1360,10,#한스오븐
1361,11,#대전마카롱
1362,10,#신탄진마카롱
1363,10,#무색소마카롱
1364,10,#한스오븐마카롱
1365,11,#photography
1366,3,#빌리엔젤
1367,2,#코엑스
1368,1,#빌리엔젤케이크
1369,2,#체리치즈케이크
1370,2,#맛있는케이크
1371,1,#봉은사역
1372,2,#삼성역
1373,1,#공유
1374,2,#ffff
1375,1,#in
1376,1,#follwme
1377,1,#서울중곡동카페
1378,1,#중곡디저트
1379,1,#바이레인
1380,1,#byrain
1381,1,#따뜻한연말
1382,2,#시바네
1383,3,#의정부카페
1384,8,#까눌레
1385,3,#민락동카페
1386,1,#서울근교카페
1387,3,#양주카페
1388,3,#연말선물
1389,2,#의정부
1390,1,#동두천
1391,2,#시바견
1392,2,#데일리카페
1393,1,#니가좋아하는카페
1394,1,#계명대카페
1395,1,#계대카페
1396,1,#성서카페
1397,1,#달서구카페
1398,1,#계명대
1399,1,#계대
1400,4,#카페모카
1401,1,#진주평거동
1402,1,#차분히커피
1403,1,#킨토
1404,2,#leprieur
1405,1,#cafeinterior
1406,2,#osakacafe
1407,1,#antique
1408,1,#카페인테리어
1409,4,#오사카카페
1410,1,#엔티크
1411,2,#조슈아커피
1412,1,#남포동
1413,2,#광복동
1414,2,#광복동카페
1415,2,#남포동카페
1416,1,#그라운드27
1417,3,#수다
1418,1,#date
1419,1,#ground27
1420,5,#americano
1421,7,#부산맛집
1422,6,#부산여행
1423,3,#부산핫플
1424,3,#해운대핫플
1425,5,#데이트코스
1426,3,#신세계센텀시티
1427,3,#센텀시티카페
1428,4,#광안리카페
1429,3,#해리단길카페
1430,3,#벡스코
1431,3,#부산시립미술관
1432,2,#거울맛집
1433,4,#크로와상
1434,3,#인생샷카페
1435,3,#혼커
1436,3,#부산가죽공방
1437,4,#원데이클래스
1438,1,#급만남
1439,11,#크리스마스선물
1440,1,#화양가옥
1441,1,#런치메뉴
1442,3,#치즈돈까스
1443,1,#루꼴라체리토마토피자
1444,1,#새우로제스파게티
1445,2,#키노이스
1446,1,#배불러서
1447,1,#먹자
1448,1,#우리
1449,1,#자주만나자
1450,1,#염탐쟁이
1451,2,#ㅋㅋㅋ
1452,1,#크리스마스만찬
1453,1,#고구마피자
1454,1,#금육기간
1455,1,#몽슈슈
1456,1,#monchouchou
1457,2,#직장인
1458,1,#내일출근실화냐
1459,1,#lucky02
1460,2,#구움과자전문점
1461,1,#퐁당오쇼콜라
1462,1,#snob
1463,2,#대학로
1464,2,#첫줄안녕
1465,2,#강릉
1466,3,#맛집탐방
1467,1,#고급소주
1468,1,#포남본점
1469,1,#서대문족발
1470,1,#포남동맛집
1471,1,#투다리
1472,2,#장칼국수
1473,1,#나운장칼국수
1474,1,#교동점
1475,1,#샤브향
1476,1,#동화가든
1477,1,#짬뽕순두부
1478,1,#동화가든짬뽕순두부
1479,1,#흑커피
1480,1,#초당커피정미소
1481,1,#르까레
1482,1,#핸드크림
1483,1,#감사요
1484,1,#즐겁다
1485,6,#홈카페
1486,3,#녹차덕후
1487,1,#오설록
1488,1,#녹치케
1489,1,#아이스
1490,1,#s
1491,1,#식사후
1492,2,#달달
1493,1,#카페사랑
1494,2,#강남카페
1495,1,#고속터미널
1496,1,#고속터미널카페
1497,2,#신세계백화점
1498,1,#deananddeluca
1499,3,#ㅊㅈ
1500,1,#내사랑둘찌생일
1501,1,#독감에걸려서ㅜㅜ
1502,1,#12월20일생아들
1503,1,#친구들하고맛나게먹어
1504,1,#브롤스타즈케이크는
1505,1,#어린이집서마지막생일
1506,2,#쁘띠마레
1507,1,#포항쁘띠마레
1508,1,#환호공원길11
1509,4,#케이크만들기
1510,1,#100프로동물성생크림
1511,1,#딸기농장네싱싱한딸기
1512,1,#끼리크림치즈
1513,1,#필라델피아치즈
1514,1,#방목계란
1515,1,#정직하게만들고있습니다
1516,1,#리얼초코우유
1517,1,#버터쿠키
1518,2,#생딸기케이크
1519,1,#어린이집간식
1520,1,#방과후간식
1521,5,#생일
1522,1,#20191221
1523,1,#로얄얼그레이티
1524,2,#밀크티라떼
1525,1,#피스타치오치즈케이크
1526,1,#홍차치즈케이크
1527,1,#코코바나나치즈케이크
1528,5,#JMT
1529,2,#육아
1530,1,#육아일상
1531,2,#육아일기
1532,1,#육아그램
1533,1,#육아기록
1534,1,#육아소통그램
1535,1,#소소한일상
1536,2,#맘스타그램
1537,1,#줌스타그램
1538,2,#줌마그램
1539,1,#일본어
1540,1,#현장체험학습
1541,1,#켄짱카레
1542,1,#냥이
1543,2,#고양이
1544,2,#귀엽다
1545,1,#재밌었다
1546,3,#크리스마스데이트
1547,2,#데이트그램
1548,1,#대구나들이
1549,1,#여전히
1550,1,#할리스
1551,1,#대구할리스
1552,1,#최애메뉴
1553,1,#아이스먹기좋은날씨
1554,1,#딸기치즈케익할리치노
1555,1,#딸기는사랑입니다
1556,1,#더블치즈라운드
1557,1,#묵돌이들
1558,1,#다이어트는내년부터
1559,1,#럽럽럽
1560,1,#라부라부
1561,1,#너랑노는게제일재밌어
1562,4,#생일파티
1563,9,#홈파티
1564,1,#곱창떡볶이
1565,1,#지코바
1566,1,#먹
1567,5,#먹스타
1568,2,#hbd
1569,1,#블로거
1570,1,#경우공연
1571,4,#전주객사
1572,4,#전주객리단길
1573,7,#객리단길카페
1574,4,#전주커피
1575,4,#전주디저트
1576,5,#전주디저트카페
1577,6,#딸기티라미수
1578,4,#전주투어
1579,2,#크리스마스공연
1580,2,#전주공연
1581,1,#카페공연
1582,1,#객사카페
1583,2,#딸기크림라떼
1584,1,#낙성대
1585,9,#낙성대카페
1586,10,#서울대입구카페
1587,2,#서울대입구맛집
1588,2,#카페미엘
1589,1,#아비앙또
1590,1,#로카치케
1591,4,#카라멜
1592,1,#로투스
1593,3,#푸딩
1594,1,#맛있는것만
1595,1,#건강하게
1596,1,#드세요
1597,1,#딸기모찌
1598,1,#베이징
1599,1,#왕징
1600,1,#왕징맛집
1601,1,#716일
1602,1,#716
1603,1,#716days
1604,1,#23개월
1605,2,#23
1606,1,#23month
1607,1,#2017년생
1608,1,#3세아기
1609,2,#닭띠아기
1610,2,#아기
1611,1,#baby
1612,1,#육아스타그램
1613,6,#육아맘
1614,1,#아들맘
1615,1,#아들덕후
1616,1,#벼룩시장
1617,1,#로운
1618,1,#샤브샤브
1619,1,#롯데마트
1620,1,#통큰블록
1621,1,#탕진잼
1622,1,#60계치킨
1623,7,#홈베이킹
1624,1,#귀여움
1625,2,#푸드딜리버리
1626,2,#배민라이더스
1627,5,#카페알토대전
1628,5,#알토카페대전
1629,9,#대전카페
1630,6,#유성카페
1631,5,#도안카페
1632,5,#봉명동카페
1633,5,#디자인카페
1634,5,#로스팅카페
1635,2,#라니네
1636,2,#lanine
1637,2,#라니네케이크
1638,6,#우리동네맛집
1639,2,#핸드메이드
1640,2,#100프로
1641,2,#우유생크림
1642,2,#호두당근케이크
1643,8,#오레오케이크
1644,2,#까치산맛집
1645,2,#까치산카페
1646,2,#화곡동카페
1647,2,#까치산케이크
1648,2,#2단케이크
1649,3,#배달의민족
1650,2,#배민
1651,1,#샤인머스캣
1652,6,#산타
1653,1,#연년생맘
1654,1,#3살
1655,1,#2살
1656,1,#개띠아기
1657,2,#마켓컬리
1658,1,#헬커피
1659,1,#육아맘소통
1660,1,#산타언니
1661,1,#산타케이크
1662,1,#앤디워홀케이크
1663,1,#kobe
1664,1,#코베
1665,1,#bis
1666,1,#rili
1667,1,#purelamo
1668,2,#mery
1669,2,#마마카롱
1670,2,#이촌
1671,2,#이촌역
1672,2,#이촌역맛집
1673,2,#동부이촌동
1674,2,#동부이촌동맛집
1675,4,#뚱카롱
1676,6,#초콜릿
1677,3,#라즈베리
1678,4,#앙버터
1679,2,#조리퐁
1680,2,#돼지바
1681,2,#초코바나나
1682,2,#황치즈
1683,2,#월드콘
1684,3,#인절미
1685,2,#복숭아
1686,2,#복숭아요거트
1687,2,#초코나무숲
1688,1,#libreak
1689,1,#brownie
1690,1,#리브릭
1691,1,#리브릭라떼
1692,8,#디저트스타그램
1693,1,#배달커피
1694,1,#반달커피
1695,1,#반달커피역북점
1696,1,#명지대카페
1697,1,#배달샌드위치
1698,1,#딜리버리카페
1699,1,#너무귀엽다
1700,1,#더티초코
1701,2,#바닐라빈라떼
1702,1,#cafemiel
1703,1,#유지어트식단
1704,1,#유지어트일기
1705,1,#다이어트식단일기
1706,1,#다이어트그램
1707,2,#오드이븐
1708,1,#ODDEVEN
1709,1,#자갈치카페
1710,1,#부평시장
1711,1,#민
1712,2,#건대입구역
1713,2,#건대디저트
1714,2,#건대마카롱
1715,2,#건대디저트카페
1716,3,#건국대
1717,2,#세종대디저트카페
1718,2,#세종대마카롱
1719,2,#세종대
1720,2,#어린이대공원역
1721,2,#어린이대공원
1722,10,#무스케이크
1723,5,#꽃
1724,2,#플라워바바로아
1725,5,#초코
1726,4,#말차
1727,2,#캐릭터케이크
1728,2,#화양동맛집
1729,2,#자양동맛집
1730,2,#군자동맛집
1731,2,#스모모
1732,2,#김천
1733,10,#인스타그램
1734,1,#인스타라이프
1735,1,#소통스타그램
1736,1,#소통환영
1737,2,#맞팔해요
1738,1,#르쟈르뎅
1739,1,#푸드연남
1740,1,#바나나치즈케이크
1741,1,#연남
1742,4,#연남동디저트
1743,1,#추천카페
1744,2,#목요일
1745,3,#연트럴파크
1746,1,#여자여자여자
1747,1,#권선동
1748,1,#알로할로
1749,1,#수다떨기
1750,2,#분위기갑
1751,1,#생갈비
1752,1,#양념갈비
1753,1,#물냉면
1754,1,#수제갈비
1755,1,#삼송가든
1756,2,#생일스타그램
1757,1,#친정엄마생신
1758,1,#외식스타그램
1759,3,#친구
1760,4,#해운대
1761,1,#달맞이
1762,1,#달맞이오브제
1763,5,#자몽에이드
1764,1,#새우와꾸미
1765,1,#빵생축
1766,11,#instagood
1767,6,#instagram
1768,1,#karosukiru
1769,3,#travel
1770,4,#trip
1771,5,#한국여행
1772,1,#daikanyama
1773,1,#서커스래빗
1774,1,#아기포크질
1775,1,#시식
1776,2,#또먹고싶다
1777,1,#또갈게요
1778,1,#맛있어서행복행
1779,1,#크리스마스저녁
1780,1,#잠실케이크
1781,2,#레터링케이크
1782,1,#잠실케이크맛집
1783,1,#아기스타그램
1784,1,#베이비스타그램
1785,1,#babystagram
1786,1,#16개월26일
1787,1,#제주특별자치도
1788,11,#제주도
1789,3,#제주시
1790,1,#제주공항
1791,7,#빵집
1792,1,#연동
1793,1,#연동카페
1794,1,#신제주
1795,1,#신제주카페
1796,1,#바론
1797,3,#롤케이크
1798,2,#식빵
1799,2,#수제잼
1800,3,#딸기타르트
1801,1,#바닐라슈
1802,1,#호캉스
1803,11,#셀스타그램
1804,1,#여친스타그램
1805,1,#남친스타그램
1806,1,#사랑꾼
1807,1,#연애중
1808,2,#화이트크리스마스
1809,1,#내년에도
1810,2,#함께
1811,1,#카미유과자점
1812,1,#camille
1813,2,#부천케이크
1814,1,#부천디저트
1815,1,#꾸덕치즈
1816,2,#딸기쇼트
1817,1,#구름마카롱
1818,1,#이에나파이
1819,2,#비워두기
1820,2,#봉선동맛집
1821,11,#치즈케익
1822,1,#치즈케익맛집
1823,1,#에멘탈
1824,1,#와인전문점
1825,1,#비워두기치즈케익
1826,2,#광주맛집
1827,1,#푸들
1828,3,#강아지
1829,1,#반려동물
1830,3,#트리
1831,2,#12월25일
1832,1,#반짝반짝
1833,2,#중구
1834,1,#차이나타운
1835,3,#대만
1836,1,#타이베이
1837,8,#아이스아메리카노
1838,2,#찰떡궁합
1839,6,#푸드스타그램
1840,1,#푸드그램
1841,12,#셀카
1842,3,#얼스타그램
1843,2,#데일리스타그램
1844,3,#taiwan
1845,3,#taipei
1846,3,#starbucks
1847,1,#yum
1848,6,#foodstagram
1849,1,#newyork
1850,1,#manhattan
1851,1,#eileenscheesecake
1852,1,#미국
1853,2,#뉴욕
1854,1,#ㄱㅁㄱ
1855,2,#Christmas
1856,1,#MerryChristmas
1857,1,#ChristmasCake
1858,1,#정원커뮤니케이션
1859,1,#아티장홍
1860,2,#귤
1861,1,#tea
1862,1,#겨울간식
1863,1,#생화케이크원데이
1864,1,#조용한연말
1865,1,#바쁜하루였다
1866,1,#부산덕천
1867,1,#덕천카페
1868,1,#엔에프커피
1869,1,#따뜻한라떼
1870,1,#즐거운연말
1871,1,#즐거운주말
1872,1,#쇼핑
1873,1,#크릴새우
1874,1,#크릴오일
1875,1,#비아
1876,1,#나이키
1877,1,#저장
1878,1,#세라믹
1879,1,#화이트
1880,1,#가정의행복
1881,1,#단벌신사
1882,1,#코스트코
1883,1,#이것저것
1884,3,#원주카페
1885,3,#참새방앗간
1886,2,#원주커피
1887,1,#원주맛집
1888,2,#원주핫플
1889,1,#원주가볼만한곳
1890,2,#원주데이트
1891,1,#하겐다즈
1892,1,#초코주르륵
1893,1,#크림플랫화이트
1894,1,#크림커피
1895,4,#부평카페
1896,1,#딸기치즈파이
1897,1,#맛집카페
1898,2,#민락2지구카페
1899,2,#시바
1900,1,#의정부시바네
1901,1,#의정부데이트
1902,1,#마들렌맛집
1903,1,#옥수수크림치즈케이크
1904,1,#아웃백
1905,1,#토마호크스테이크
1906,1,#프리미엄사이드
1907,1,#치킨텐더추가
1908,2,#투움바파스타
1909,1,#고기너무큰데
1910,1,#짱마싯써
1911,2,#도라도
1912,2,#삼성역카페
1913,2,#초코케익
1914,1,#삼성
1915,1,#휴식
1916,4,#아우스밀
1917,2,#딸기초코주르륵
